web-scraper-order,web-scraper-start-url,categories,categories-href,openindiv,openindiv-href,pricinglink,pricinglink-href,Current_Price,Depreciation,Down_Payment,Installment,Road_Tax,OMV,ARF,VES,Vehicle Name,specslink,specslink-href,eng_cap,engine_type,top_speed,Fuel_consumption,tank_cap,veh_type,featureslink,featureslink-href,KeylessEntry,AutoWipers,AutoHeadlights,PaddleShift,ElectricPBrake,SmartKey,RemoteBoot,ElectricSeat,ReverseCam,Power
"1601043839-225","https://www.sgcarmart.com/new_cars/index.php","MG","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=MG","MG ZS Electric","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12650","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12650","$122,888","$11,500 /yr","$49,155 (Maximum 60% loan)","$1,049 /mth","$1,400 /yr","$31,336","$15,870 (after VES rebate)","$20,000 (Rebate)","MG ZS Electric","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12650","unknown","Permanent magnet synchronous motor","unknown","unknown","unknown","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12650&Subcode=7428","Yes","Yes","Yes","No","Yes","Yes","Yes","null","Yes","105kW (141 bhp)"
"1601049491-567","https://www.sgcarmart.com/new_cars/index.php","Audi","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Audi","Audi Q2","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12032","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12032","$140,776","$12,800 /yr","$56,310 (Maximum 60% loan)","$1,201 /mth","$392 /yr","$23,718","$25,205","$10,000 (Surcharge)","Audi Q2","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12032","999 cc","3-cylinder in-line 12-valve Turbocharged","197 km/h","19.2 km/L","50 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12032&Subcode=5783","Yes","Yes","Yes","No","Yes","Yes","Yes","null","No","85kW (114 bhp)"
"1601039754-69","https://www.sgcarmart.com/new_cars/index.php","Toyota","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Toyota","Toyota Alphard","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11649","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=11649","null","$233,988","null","null","null","null","null","null","Toyota Alphard(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=11649","2,493 cc","4-cylinder in-line 16-valve DOHC","unknown","11.6 km/L","75 L","MPV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=11649&Subcode=4480","Yes","No","Yes","No","Yes","Yes","No","null","No","134kW (180 bhp)"
"1601045438-315","https://www.sgcarmart.com/new_cars/index.php","Maserati","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Maserati","Maserati GranTurismo","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=10540","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=10540","$568,800","-","-","-","$5,030 /yr","$133,300","$211,940","$20,000 (Surcharge)","Maserati GranTurismo","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=10540","4,691 cc","V8","298 km/h","6.9 km/L","86 L","Sports","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=10540&Subcode=3214","No","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","338kW (453 bhp)"
"1601044606-262","https://www.sgcarmart.com/new_cars/index.php","Mercedes-Benz","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Mercedes-Benz","Mercedes-Benz C-Class Coupe","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12412","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12412","$203,888","-","$81,555 (Maximum 60% loan)","$1,740 /mth","$684 /yr","-","-","$10,000 (Surcharge)","Mercedes-Benz C-Class Coupe","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12412","1,497 cc","4-cylinder in-line Turbocharged","223 km/h","15.4 km/L","unknown","Sports","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12412&Subcode=7721","Yes","Yes","Yes","Unknown","Yes","Yes","Unknown","null","Yes","115kW (154 bhp)"
"1601038171-18","https://www.sgcarmart.com/new_cars/index.php","Volkswagen","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Volkswagen","Volkswagen Golf R","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11500","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=11500","$218,900","$19,500 /yr","$87,560 (Maximum 60% loan)","$1,868 /mth","$1,194 /yr","$39,901","$47,861","$20,000 (Surcharge)","Volkswagen Golf R","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=11500","1,984 cc","4-cylinder 16-valve TSI Turbocharged","250 km/h","14 km/L","55 L","Sports","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=11500&Subcode=6031","Yes","Yes","Yes","Yes","Yes","Yes","No","null","Yes","213kW (286 bhp)"
"1601046295-367","https://www.sgcarmart.com/new_cars/index.php","Jeep","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Jeep","Jeep Wrangler Rubicon 4-Door","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12563","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12563","$259,999","$23,400 /yr","$104,000 (Maximum 60% loan)","$2,219 /mth","$1,208 /yr","$43,135","$52,389","$20,000 (Surcharge)","Jeep Wrangler Rubicon 4-Door","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12563","1,995 cc","4-cylinder in-line 16-valve Turbocharged","201 km/h","11.6 km/L","81.4 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12563&Subcode=7199","Yes","No","Yes","No","No","Yes","No","null","Yes","200kW (268 bhp)"
"1601043859-226","https://www.sgcarmart.com/new_cars/index.php","MG","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=MG","MG HS","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12651","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12651","$106,888","$9,600 /yr","$42,755 (Maximum 60% loan)","$912 /mth","$680 /yr","$20,773","$21,082","$10,000 (Surcharge)","MG HS","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12651","1,490 cc","4-cylinder in-line Turbocharged","190 km/h","14.7 km/L","55 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12651&Subcode=7429","Yes","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","119kW (160 bhp)"
"1601044370-250","https://www.sgcarmart.com/new_cars/index.php","Mercedes-Benz","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Mercedes-Benz","Mercedes-Benz G-Class F1 Auto Cars Edition","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12571","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12571","null","null","null","null","null","null","null","null","Mercedes-Benz G-Class F1 Auto Cars Edition(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12571","3,982 cc","V8 biturbo","220 km/h","9 km/L","100 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12571&Subcode=7224","Yes","Yes","Yes","Yes","Yes","No","No","null","Yes","430kW (577 bhp)"
"1601044413-252","https://www.sgcarmart.com/new_cars/index.php","Mercedes-Benz","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Mercedes-Benz","Mercedes-Benz GLB-Class Diesel","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12694","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12694","null","null","null","null","null","null","null","null","Mercedes-Benz GLB-Class Diesel(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12694","1,950 cc","4-cylinder in-line 16-valve Turbocharged","217 km/h","16.9 km/L","60 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12694&Subcode=7562","Yes","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","140kW (188 bhp)"
"1601043128-194","https://www.sgcarmart.com/new_cars/index.php","Nissan","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Nissan","Nissan GTR","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11982","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=11982","$590,000","-","$236,000 (Maximum 60% loan)","$5,034 /mth","$3,636 /yr","-","-","$20,000 (Surcharge)","Nissan GTR","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=11982","3,799 cc","6-cylinder in-line 24-valve DOHC Twin Turbocharged","315 km/h","8.5 km/L","74 L","Sports","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=11982&Subcode=5450","Yes","Yes","Yes","Yes","No","Yes","Yes","null","Yes","419kW (562 bhp)"
"1601040632-99","https://www.sgcarmart.com/new_cars/index.php","Subaru","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Subaru","Subaru WRX","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11470","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=11470","$165,800","$15,300 /yr","$66,320 (Maximum 60% loan)","$1,415 /mth","$1,210 /yr","$24,239","$25,935","$20,000 (Surcharge)","Subaru WRX","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=11470","1,998 cc","4-cylinder horizontally-opposed, 16-valve DOHC turbocharged","215 km/h","10.8 km/L","60 L","Sports","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=11470&Subcode=4193","Yes","Yes","Yes","No","No","Yes","Yes","null","Yes","197kW (264 bhp)"
"1601045812-336","https://www.sgcarmart.com/new_cars/index.php","Lexus","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Lexus","Lexus UX 200","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12363","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12363","$167,800","$14,700 /yr","$67,120 (Maximum 60% loan)","$1,432 /mth","$1,198 /yr","$35,009","$41,013","$0","Lexus UX 200","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12363","1,987 cc","4-cylinder in-line 16-valve DOHC VVT-iE","190 km/h","17.2 km/L","47 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12363&Subcode=6768","Yes","Yes","Yes","No","Yes","Yes","Yes","null","Yes","127kW (170 bhp)"
"1601045771-333","https://www.sgcarmart.com/new_cars/index.php","Lexus","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Lexus","Lexus NX 300","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11573","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=11573","$216,800","$19,200 /yr","$86,720 (Maximum 60% loan)","$1,850 /mth","$1,210 /yr","$41,083","$49,516","$10,000 (Surcharge)","Lexus NX 300","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=11573","1,998 cc","4-cylinder in-line 16-valve Twin Scroll Turbocharged Dual VVT-iW & D-4ST","200 km/h","12.7 km/L","60 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=11573&Subcode=6228","Yes","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","174kW (234 bhp)"
"1601049332-556","https://www.sgcarmart.com/new_cars/index.php","Audi","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Audi","Audi A8L Mild Hybrid","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12183","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12183","$447,599","$39,300 /yr","$179,040 (Maximum 60% loan)","$3,819 /mth","$2,380 /yr","$76,366","$109,459","$20,000 (Surcharge)","Audi A8L Mild Hybrid","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12183","2,995 cc","V6 Turbocharged MHEV","250 km/h","12.2 km/L","72 L","Luxury Sedan","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12183&Subcode=6559","Yes","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","250kW (335 bhp)"
"1601044695-268","https://www.sgcarmart.com/new_cars/index.php","Mercedes-Benz","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Mercedes-Benz","Mercedes-Benz CLA-Class Coupe","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12534","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12534","$184,888","$16,400 /yr","$73,955 (Maximum 60% loan)","$1,578 /mth","$586 /yr","$35,905","$42,267","$0","Mercedes-Benz CLA-Class Coupe","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12534","1,332 cc","4-cylinder in-line Turbocharged","229 km/h","17.5 km/L","43 L","Sports","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12534&Subcode=7106","Yes","Yes","Yes","Yes","Yes","Yes","Unknown","null","Yes","120kW (161 bhp)"
"1601047751-463","https://www.sgcarmart.com/new_cars/index.php","BMW M Series","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=BMW+M+Series","BMW M Series X3 M40i","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12274","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12274","$325,888","-","$130,355 (Maximum 60% loan)","$2,781 /mth","$2,362 /yr","$68,900","-","-","BMW M Series X3 M40i","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12274","2,979 cc","6-cylinder in-line 24-valve TwinPower Turbocharged","250 km/h","11.2 km/L","65 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12274&Subcode=6346","Yes","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","6-cylinder in-line 24-valve TwinPower Turbocharged"
"1601045705-329","https://www.sgcarmart.com/new_cars/index.php","Lexus","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Lexus","Lexus 3-Row RX 350L","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12322","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12322","$297,800","$25,600 /yr","$119,120 (Maximum 60% loan)","$2,541 /mth","$3,100 /yr","$61,948","$83,506","$20,000 (Surcharge)","Lexus 3-Row RX 350L","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12322","3,456 cc","V6 DOHC with Dual VVT-iW","200 km/h","9.8 km/L","72 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12322&Subcode=7275","Yes","Yes","Yes","No","Yes","Yes","Yes","null","Yes","216kW (290 bhp)"
"1601045460-316","https://www.sgcarmart.com/new_cars/index.php","Maserati","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Maserati","Maserati Ghibli","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11375","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=11375","$348,800","-","-","-","$2,362 /yr","$67,406","$93,331","$20,000 (Surcharge)","Maserati Ghibli","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=11375","2,979 cc","V6 Twin-Turbocharged","263 km/h","10.4 km/L","80 L","Luxury Sedan","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=11375&Subcode=3702","Yes","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","261kW (350 bhp)"
"1601040306-86","https://www.sgcarmart.com/new_cars/index.php","Tesla","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Tesla","Tesla Model S Electric","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12389","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12389","null","null","null","null","null","null","null","null","Tesla Model S Electric(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12389","unknown","Dual Electric Motors","unknown","unknown","unknown","Luxury Sedan","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12389&Subcode=6688","Yes","Yes","Yes","No","Yes","Yes","Yes","null","Yes","unknown"
"1601038505-34","https://www.sgcarmart.com/new_cars/index.php","Toyota","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Toyota","Toyota Hilux Double Cab","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12330","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12330","null","null","null","null","null","null","null","null","Toyota Hilux Double Cab(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12330","2,393 cc","4-cylinder in-line 16-valve DOHC","168 km/h","15.3 km/L","80 L","Commercial","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12330&Subcode=6957","Yes","No","No","No","No","Yes","No","null","Yes","110kW (148 bhp)"
"1601046071-352","https://www.sgcarmart.com/new_cars/index.php","Land Rover","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Land+Rover","Land Rover Defender 110 Diesel F1 Auto Cars Edition","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12744","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12744","null","null","null","null","null","null","null","null","Land Rover Defender 110 Diesel F1 Auto Cars Edition(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12744","1,999 cc","4-cylinder in-line 16-valve Turbocharged","175 km/h","13.1 km/L","85 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12744&Subcode=7733","Yes","Yes","Yes","No","Yes","No","No","null","Yes","147kW (197 bhp)"
"1601045516-319","https://www.sgcarmart.com/new_cars/index.php","Lotus","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Lotus","Lotus Exige","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12550","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12550","$300,000","-","-","-","$3,100 /yr","-","-","-","Lotus Exige","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12550","3,456 cc","V6 Supercharged","273 km/h","10.6 km/L","48 L","Sports","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12550&Subcode=7148","Yes","No","No","No","No","No","No","null","No","257kW (345 bhp)"
"1601039472-61","https://www.sgcarmart.com/new_cars/index.php","Toyota","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Toyota","Toyota GR Supra","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12450","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12450","$248,888","-","$99,555 (Maximum 60% loan)","$2,124 /mth","$1,210 /yr","-","-","$0","Toyota GR Supra","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12450","1,998 cc","4-cylinder in-line 16-valve DOHC Turbocharged","250 km/h","14.9 km/L","52 L","Sports","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12450&Subcode=7245","Yes","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","190kW (255 bhp)"
"1601047268-433","https://www.sgcarmart.com/new_cars/index.php","Ford","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Ford","Ford Ranger Raptor","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12590","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12590","null","null","null","null","null","null","null","null","Ford Ranger Raptor(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12590","1,995 cc","Bi-turbo EcoBlue","180 km/h","13 km/L","unknown","Commercial","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12590&Subcode=7290","Yes","Yes","Yes","Yes","No","Yes","No","null","Yes","157kW (211 bhp)"
"1601045412-314","https://www.sgcarmart.com/new_cars/index.php","Maserati","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Maserati","Maserati Ghibli","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11482","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=11482","null","null","null","null","null","null","null","null","Maserati Ghibli(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=11482","2,979 cc","V6 Twin-turbocharged","267 km/h","11.2 km/L","80 L","Luxury Sedan","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=11482&Subcode=7162","Yes","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","257kW (345 bhp)"
"1601049072-539","https://www.sgcarmart.com/new_cars/index.php","Audi","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Audi","Audi RS6 Avant Mild Hybrid","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12710","Photos","https://www.sgcarmart.com/new_cars/newcars_photos.php?CarCode=12710","null","","null","null","null","null","null","null","Audi RS6 Avant Mild Hybrid","null","","","","","","","","","","","","","","","","","","",""
"1601047183-427","https://www.sgcarmart.com/new_cars/index.php","Golden Dragon","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Golden+Dragon","Golden Dragon Big Coaster Bus","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11969","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=11969","null","null","null","null","null","null","null","null","Golden Dragon Big Coaster Bus(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=11969","3,800 cc","Cummins","unknown","unknown","110 L","Commercial","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=11969&Subcode=5418","No","No","Unknown","No","No","No","No","null","Yes","70kW (94 bhp)"
"1601041514-132","https://www.sgcarmart.com/new_cars/index.php","Rolls-Royce","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Rolls-Royce","Rolls-Royce Cullinan","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12740","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12740","null","null","null","null","null","null","null","null","Rolls-Royce Cullinan(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12740","6,749 cc","V12 Twin-Turbocharged","250 km/h","6.6 km/L","unknown","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12740&Subcode=7710","Yes","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","420kW (563 bhp)"
"1601043536-212","https://www.sgcarmart.com/new_cars/index.php","MINI","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=MINI","MINI Cooper","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12316","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12316","$141,888","$12,600 /yr","$56,755 (Maximum 60% loan)","$1,211 /mth","$684 /yr","$28,373","$31,722","$0","MINI Cooper","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12316","1,499 cc","3-cylinder in-line 12-valve Turbocharged","210 km/h","18.9 km/L","40 L","Hatchback","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12316&Subcode=6464","Yes","Yes","Yes","No","No","Yes","Yes","null","Yes","100kW (134 bhp)"
"1601046562-387","https://www.sgcarmart.com/new_cars/index.php","Hyundai","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Hyundai","Hyundai Kona Hybrid","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12728","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12728","$118,999","-","$47,600 (Maximum 60% loan)","$1,015 /mth","$732 /yr","-","-","$10,000 (Rebate)","Hyundai Kona Hybrid","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12728","1,580 cc","4-cylinder in-line 16-valve DOHC","160 km/h","23.3 km/L","38 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12728&Subcode=7649","Yes","No","Yes","Yes","Yes","Yes","No","null","Yes","97kW (130 bhp)"
"1601044427-253","https://www.sgcarmart.com/new_cars/index.php","Mercedes-Benz","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Mercedes-Benz","Mercedes-Benz C-Class Coupe","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11826","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=11826","null","$320,000","$312,000","null","null","null","null","null","Mercedes-Benz C-Class Coupe(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=11826","1,991 cc","4-cylinder in-line 16-valve Turbocharged","249 km/h","18.7 km/L","66 L","Sports","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=11826&Subcode=6682","Yes","Yes","Yes","Yes","Yes","Unknown","Yes","null","Yes","190kW (255 bhp)"
"1601048477-505","https://www.sgcarmart.com/new_cars/index.php","BMW","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=BMW","BMW X6","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12619","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12619","$371,888","$30,600 /yr","$148,755 (Maximum 60% loan)","$3,173 /mth","$2,384 /yr","$88,294","$130,929","$20,000 (Surcharge)","BMW X6","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12619","2,998 cc","6-cylinder in-line TwinPower-Turbocharged","250 km/h","11.1 km/L","83 L","SUV","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12619&Subcode=7415","Yes","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","6-cylinder in-line TwinPower-Turbocharged"
"1601044887-280","https://www.sgcarmart.com/new_cars/index.php","Mercedes-Benz","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=Mercedes-Benz","Mercedes-Benz A-Class Saloon","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=12507","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=12507","null","$219,800","$229,800","null","null","null","null","null","Mercedes-Benz A-Class Saloon(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=12507","1,332 cc","4-cylinder in-line 16-valve Turbocharged","215 km/h","20.3 km/L","43 L","Luxury Sedan","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=12507&Subcode=7410","Yes","Yes","Yes","Yes","Yes","No","No","null","Yes","100kW (134 bhp)"
"1601048355-496","https://www.sgcarmart.com/new_cars/index.php","BMW","https://www.sgcarmart.com/new_cars/newcars_listing.php?MOD=BMW","BMW 4 Series Coupe","https://www.sgcarmart.com/new_cars/newcars_overview.php?CarCode=11415","Pricing","https://www.sgcarmart.com/new_cars/newcars_pricing.php?CarCode=11415","null","null","null","null","null","null","null","null","BMW 4 Series Coupe(Parallel Imported)","Specs","https://www.sgcarmart.com/new_cars/newcars_specs.php?CarCode=11415","1,997 cc","4-cylinder in-line TwinPower Turbocharged","236 km/h","16.4 km/L","60 L","Sports","Features","https://www.sgcarmart.com/new_cars/newcars_features.php?CarCode=11415&Subcode=3884","Yes","Yes","Yes","Yes","Yes","Yes","Yes","null","Yes","4-cylinder in-line TwinPower Turbocharged"
